id,name,nameEn,level,category,rawCategory,district,district18,curriculumV2,instructionLanguages,tuitionMin,tuitionMax
"edb_216275000613","香港澳洲國際學校","AUSTRALIAN INTERNATIONAL SCHOOL HONG KONG","幼稚園","國際","私立","九龍","九龍城區","","",148800,173800
"edb_216275000611","香港澳洲國際學校","AUSTRALIAN INTERNATIONAL SCHOOL HONG KONG","幼稚園","國際","私立","九龍","九龍城區","","",148800,173800
"edb_216275000623","香港澳洲國際學校","AUSTRALIAN INTERNATIONAL SCHOOL HONG KONG","小學","國際","私立","九龍","九龍城區","AUSTRALIAN","ENGLISH",148800,173800
"edb_216275000633","香港澳洲國際學校","AUSTRALIAN INTERNATIONAL SCHOOL HONG KONG","中學","國際","私立","九龍","九龍城區","AUSTRALIAN","ENGLISH",200500,252800
"edb_170348000123","BEACON HILL SCHOOL","BEACON HILL SCHOOL","小學","國際","私立","九龍","九龍城區","BRITISH","ENGLISH",139000,139000
"edb_559415000112","博士山（香港）國際幼稚園","BOX HILL (HK) INTERNATIONAL KINDERGARTEN","幼稚園","國際","私立","新界","沙田區","","",77000,79200
"edb_559415000111","博士山（香港）國際幼稚園","BOX HILL (HK) INTERNATIONAL KINDERGARTEN","幼稚園","國際","私立","新界","沙田區","","",77000,79200
"edb_581836000212","博士山(香港)國際幼稚園-將軍澳","BOX HILL (HK) INTERNATIONAL KINDERGARTEN - TSEUNG KWAN O","幼稚園","國際","私立","新界","西貢區","","",74800,78100
"edb_581836000213","博士山(香港)國際幼稚園-將軍澳","BOX HILL (HK) INTERNATIONAL KINDERGARTEN - TSEUNG KWAN O","幼稚園","國際","私立","新界","西貢區","","",74800,78100
"edb_581836000211","博士山(香港)國際幼稚園-將軍澳","BOX HILL (HK) INTERNATIONAL KINDERGARTEN - TSEUNG KWAN O","幼稚園","國際","私立","新界","西貢區","","",74800,78100
"edb_581739000212","博士山(香港)國際幼稚園-火炭","BOX HILL (HK) INTERNATIONAL KINDERGARTEN-FO TAN","幼稚園","國際","私立","新界","沙田區","","",77000,79200
"edb_581739000211","博士山(香港)國際幼稚園-火炭","BOX HILL (HK) INTERNATIONAL KINDERGARTEN-FO TAN","幼稚園","國際","私立","新界","沙田區","","",77000,79200
"edb_581739000112","博士山（香港）國際幼稚園－火炭","BOX HILL (HK) INTERNATIONAL KINDERGARTEN-FO TAN","幼稚園","國際","私立","新界","沙田區","","",77000,79200
"edb_581739000111","博士山（香港）國際幼稚園－火炭","BOX HILL (HK) INTERNATIONAL KINDERGARTEN-FO TAN","幼稚園","國際","私立","新界","沙田區","","",77000,79200
"edb_170747000123","白普理小學","BRADBURY SCHOOL","小學","國際","私立","港島","灣仔區","BRITISH","ENGLISH",139000,139000
"edb_216011000512","加拿大國際學校","CANADIAN INTERNATIONAL SCHOOL","幼稚園","國際","私立","港島","南區","","",156300,203100
"edb_216011000511","加拿大國際學校","CANADIAN INTERNATIONAL SCHOOL","幼稚園","國際","私立","港島","南區","","",156300,203100
"edb_216011000611","加拿大國際學校","CANADIAN INTERNATIONAL SCHOOL","幼稚園","國際","私立","港島","南區","","",156300,203100
"edb_216011000612","加拿大國際學校","CANADIAN INTERNATIONAL SCHOOL","幼稚園","國際","私立","港島","南區","","",156300,203100
"edb_216011000523","加拿大國際學校","CANADIAN INTERNATIONAL SCHOOL","小學","國際","私立","港島","南區","CANADIAN","ENGLISH",156300,212800
"edb_216011000533","加拿大國際學校","CANADIAN INTERNATIONAL SCHOOL","中學","國際","私立","港島","南區","CANADIAN","ENGLISH",216600,254300
"edb_216186000211","CARMEL SCHOOL","CARMEL SCHOOL","幼稚園","國際","私立","港島","東區","","",80500,193000
"edb_216186000423","CARMEL SCHOOL","CARMEL SCHOOL","小學","國際","私立","港島","東區","OTHER_INTL","ENGLISH",193000,193000
"edb_216186000323","CARMEL SCHOOL","CARMEL SCHOOL","小學","國際","私立","港島","東區","OTHER_INTL","ENGLISH",193000,193000
"edb_216186000433","CARMEL SCHOOL","CARMEL SCHOOL","中學","國際","私立","港島","東區","OTHER_INTL","ENGLISH;CANTONESE",226090,226090
"edb_325651000113","銅鑼灣維多利亞國際幼稚園","CAUSEWAY BAY VICTORIA INTERNATIONAL KINDERGARTEN","幼稚園","國際","私立","港島","灣仔區","","",0,0
"edb_325651000112","銅鑼灣維多利亞國際幼稚園","CAUSEWAY BAY VICTORIA INTERNATIONAL KINDERGARTEN","幼稚園","國際","私立","港島","灣仔區","","",0,0
"edb_325651000111","銅鑼灣維多利亞國際幼稚園","CAUSEWAY BAY VICTORIA INTERNATIONAL KINDERGARTEN","幼稚園","國際","私立","港島","灣仔區","","",125430,137973
"edb_599182000111","新加坡卓薈國際幼稚園(界限街)","CHATSWORTH INTERNATIONAL KINDERGARTEN (BOUNDARY STREET)","幼稚園","國際","私立","九龍","九龍城區","","",0,0
"edb_599182000112","新加坡卓薈國際幼稚園(界限街)","CHATSWORTH INTERNATIONAL KINDERGARTEN (BOUNDARY STREET)","幼稚園","國際","私立","九龍","九龍城區","","",0,0
"edb_599182000113","新加坡卓薈國際幼稚園(界限街)","CHATSWORTH INTERNATIONAL KINDERGARTEN (BOUNDARY STREET)","幼稚園","國際","私立","九龍","九龍城區","","",0,0
"edb_215589000112","漢基國際學校","CHINESE INTERNATIONAL SCHOOL","幼稚園","國際","私立","港島","東區","","",0,0
"edb_215589000111","漢基國際學校","CHINESE INTERNATIONAL SCHOOL","幼稚園","國際","私立","港島","東區","","",0,0
"edb_215589000123","漢基國際學校","CHINESE INTERNATIONAL SCHOOL","小學","國際","私立","港島","東區","IB","ENGLISH;PUTONGHUA",316800,316800
"edb_215589000133","漢基國際學校","CHINESE INTERNATIONAL SCHOOL","中學","國際","私立","港島","東區","IB","ENGLISH;PUTONGHUA",368500,373000
"edb_605557000123","宣道國際學校","CHRISTIAN ALLIANCE INTERNATIONAL SCHOOL","小學","國際","私立","九龍","深水埗區","IB","ENGLISH",141500,190000
"edb_605557000133","宣道國際學校","CHRISTIAN ALLIANCE INTERNATIONAL SCHOOL","中學","國際","私立","九龍","深水埗區","IB","ENGLISH",205400,237000
"edb_216127000123","宣道會劉平齋紀念國際學校","CHRISTIAN ALLIANCE P.C. LAU MEMORIAL INTERNATIONAL SCHOOL","小學","國際","私立","九龍","九龍城區","OTHER_INTL","ENGLISH",0,0
"edb_171034000123","CLEARWATER BAY SCHOOL","CLEARWATER BAY SCHOOL","小學","國際","私立","新界","西貢區","BRITISH","ENGLISH",139000,139000
"edb_171034000223","CLEARWATER BAY SCHOOL","CLEARWATER BAY SCHOOL","小學","國際","私立","新界","西貢區","BRITISH","ENGLISH",139000,139000
"edb_215996000133","協同國際學校","CONCORDIA INTERNATIONAL SCHOOL","中學","國際","私立","九龍","深水埗區","AMERICAN","ENGLISH",129500,150950
"edb_607371000223","香港道爾頓學校","DALTON SCHOOL HONG KONG","小學","國際","私立","港島","灣仔區","AMERICAN","ENGLISH",0,0
"edb_607371000233","香港道爾頓學校","DALTON SCHOOL HONG KONG","中學","國際","私立","港島","灣仔區","AMERICAN","ENGLISH",0,0
"edb_567116000112","德寶國際幼兒學校（寶盈花園）","DEBORAH INTERNATIONAL PRE-SCHOOL (BAUHINIA GARDEN)","幼稚園","國際","私立","新界","西貢區","","",0,0
"edb_567116000113","德寶國際幼兒學校（寶盈花園）","DEBORAH INTERNATIONAL PRE-SCHOOL (BAUHINIA GARDEN)","幼稚園","國際","私立","新界","西貢區","","",0,0
"edb_567116000111","德寶國際幼兒學校（寶盈花園）","DEBORAH INTERNATIONAL PRE-SCHOOL (BAUHINIA GARDEN)","幼稚園","國際","私立","新界","西貢區","","",0,0
"edb_567108000112","德寶國際幼兒學校（將軍澳）","DEBORAH INTERNATIONAL PRE-SCHOOL (TSEUNG KWAN O)","幼稚園","國際","私立","新界","西貢區","","",0,0
"edb_567108000113","德寶國際幼兒學校（將軍澳）","DEBORAH INTERNATIONAL PRE-SCHOOL (TSEUNG KWAN O)","幼稚園","國際","私立","新界","西貢區","","",0,0
"edb_567108000111","德寶國際幼兒學校（將軍澳）","DEBORAH INTERNATIONAL PRE-SCHOOL (TSEUNG KWAN O)","幼稚園","國際","私立","新界","西貢區","","",0,0
"edb_230987000113","DISCOVERY BAY INTERNATIONAL SCHOOL","DISCOVERY BAY INTERNATIONAL SCHOOL","幼稚園","國際","私立","新界","離島區","","",0,0
"edb_230987000112","DISCOVERY BAY INTERNATIONAL SCHOOL","DISCOVERY BAY INTERNATIONAL SCHOOL","幼稚園","國際","私立","新界","離島區","","",0,0
"edb_230987000111","DISCOVERY BAY INTERNATIONAL SCHOOL","DISCOVERY BAY INTERNATIONAL SCHOOL","幼稚園","國際","私立","新界","離島區","","",0,0
"edb_230987000123","DISCOVERY BAY INTERNATIONAL SCHOOL","DISCOVERY BAY INTERNATIONAL SCHOOL","小學","國際","私立","新界","離島區","BRITISH","ENGLISH",143700,143700
"edb_230987000233","DISCOVERY BAY INTERNATIONAL SCHOOL","DISCOVERY BAY INTERNATIONAL SCHOOL","中學","國際","私立","新界","離島區","BRITISH","ENGLISH",190700,196900
"edb_230987000133","DISCOVERY BAY INTERNATIONAL SCHOOL","DISCOVERY BAY INTERNATIONAL SCHOOL","中學","國際","私立","新界","離島區","BRITISH","ENGLISH",0,0
"edb_569747000223","智新書院","DISCOVERY COLLEGE","小學","國際","私立","新界","離島區","IB","ENGLISH",147200,147200
"edb_569747000233","智新書院","DISCOVERY COLLEGE","中學","國際","私立","新界","離島區","IB","ENGLISH",177500,191800
"edb_600814000111","DISCOVERY MONTESSORI ACADEMY","DISCOVERY MONTESSORI ACADEMY","幼稚園","國際","私立","新界","離島區","","",0,0
"edb_600814000112","DISCOVERY MONTESSORI ACADEMY","DISCOVERY MONTESSORI ACADEMY","幼稚園","國際","私立","新界","離島區","","",0,0
"edb_600814000113","DISCOVERY MONTESSORI ACADEMY","DISCOVERY MONTESSORI ACADEMY","幼稚園","國際","私立","新界","離島區","","",0,0
"edb_600814000123","DISCOVERY MONTESSORI ACADEMY","DISCOVERY MONTESSORI ACADEMY","小學","國際","私立","新界","離島區","OTHER_INTL","ENGLISH",0,0
"edb_584606000113","香港國際蒙特梭利學校","DISCOVERY MONTESSORI SCHOOL","幼稚園","國際","私立","新界","離島區","","",0,0
"edb_584606000112","香港國際蒙特梭利學校","DISCOVERY MONTESSORI SCHOOL","幼稚園","國際","私立","新界","離島區","","",0,0
"edb_584606000111","香港國際蒙特梭利學校","DISCOVERY MONTESSORI SCHOOL","幼稚園","國際","私立","新界","離島區","","",0,0
"edb_588032000111","香港國際蒙特梭利學校(中環)","DISCOVERY MONTESSORI SCHOOL (CENTRAL)","幼稚園","國際","私立","港島","中西區","","",0,0
"edb_588032000112","香港國際蒙特梭利學校(中環)","DISCOVERY MONTESSORI SCHOOL (CENTRAL)","幼稚園","國際","私立","港島","中西區","","",0,0
"edb_588032000113","香港國際蒙特梭利學校(中環)","DISCOVERY MONTESSORI SCHOOL (CENTRAL)","幼稚園","國際","私立","港島","中西區","","",0,0
"edb_215791000123","德思齊加拿大國際學校","DSC INTERNATIONAL SCHOOL","小學","國際","私立","港島","東區","IB","ENGLISH",147100,155700
"edb_215791000133","德思齊加拿大國際學校","DSC INTERNATIONAL SCHOOL","中學","國際","私立","港島","東區","IB","ENGLISH",155700,168100
"edb_615633000113","艾蒙特國際幼稚園","EIS INTERNATIONAL PRE-SCHOOL","幼稚園","國際","私立","新界","元朗區","","",0,0
"edb_615633000111","艾蒙特國際幼稚園","EIS INTERNATIONAL PRE-SCHOOL","幼稚園","國際","私立","新界","元朗區","","",0,0
"edb_615633000112","艾蒙特國際幼稚園","EIS INTERNATIONAL PRE-SCHOOL","幼稚園","國際","私立","新界","元朗區","","",0,0
"edb_549240000112","英基雅柏國際幼稚園","ESF ABACUS INTERNATIONAL KINDERGARTEN","幼稚園","國際","私立","新界","西貢區","","",103000,119700
"edb_549240000111","英基雅柏國際幼稚園","ESF ABACUS INTERNATIONAL KINDERGARTEN","幼稚園","國際","私立","新界","西貢區","","",103000,119700
"edb_597031000112","伽利利國際幼稚園","GALILEE INTERNATIONAL KINDERGARTEN","幼稚園","國際","私立","九龍","九龍城區","","",0,0
"edb_597031000111","伽利利國際幼稚園","GALILEE INTERNATIONAL KINDERGARTEN","幼稚園","國際","私立","九龍","九龍城區","","",0,0
"edb_214558000211","德瑞國際學校","GERMAN SWISS INTERNATIONAL SCHOOL","幼稚園","國際","私立","港島","南區","","",0,0
"edb_214558000221","德瑞國際學校","GERMAN SWISS INTERNATIONAL SCHOOL","小學","國際","私立","港島","南區","IB","ENGLISH;GERMAN",0,0
"edb_214558000123","德瑞國際學校","GERMAN SWISS INTERNATIONAL SCHOOL","小學","國際","私立","港島","南區","IB","ENGLISH;GERMAN",203700,203700
"edb_214558000121","德瑞國際學校","GERMAN SWISS INTERNATIONAL SCHOOL","小學","國際","私立","港島","南區","IB","ENGLISH;GERMAN",0,0
"edb_214558000133","德瑞國際學校","GERMAN SWISS INTERNATIONAL SCHOOL","中學","國際","私立","港島","南區","IB","ENGLISH",0,0
"edb_170887000123","己連拿小學","GLENEALY SCHOOL","小學","國際","私立","港島","中西區","BRITISH","ENGLISH",139000,139000
"edb_604585000112","雅惠國際幼稚園（鯉景灣）","GRACE GARDEN INTERNATIONAL KINDERGARTEN (LEI KING WAN)","幼稚園","國際","私立","港島","東區","","",0,0
"edb_604585000111","雅惠國際幼稚園（鯉景灣）","GRACE GARDEN INTERNATIONAL KINDERGARTEN (LEI KING WAN)","幼稚園","國際","私立","港島","東區","","",0,0
"edb_604372000112","綠茵英文（國際）幼稚園（日出康城）","GREENFIELD ENGLISH (INTERNATIONAL) KINDERGARTEN (LOHAS PARK)","幼稚園","國際","私立","新界","西貢區","","",0,0
"edb_604372000111","綠茵英文（國際）幼稚園（日出康城）","GREENFIELD ENGLISH (INTERNATIONAL) KINDERGARTEN (LOHAS PARK)","幼稚園","國際","私立","新界","西貢區","","",0,0
"edb_523984000212","綠茵英文（國際）幼稚園（將軍澳）","GREENFIELD ENGLISH (INTERNATIONAL) KINDERGARTEN (TSEUNG KWAN O)","幼稚園","國際","私立","新界","西貢區","","",0,0
"edb_523984000211","綠茵英文（國際）幼稚園（將軍澳）","GREENFIELD ENGLISH (INTERNATIONAL) KINDERGARTEN (TSEUNG KWAN O)","幼稚園","國際","私立","新界","西貢區","","",0,0
"edb_523984000213","綠茵英文（國際）幼稚園（將軍澳）","GREENFIELD ENGLISH (INTERNATIONAL) KINDERGARTEN (TSEUNG KWAN O)","幼稚園","國際","私立","新界","西貢區","","",0,0
"edb_609285000111","GUIDEPOST MONTESSORI INTERNATIONAL KINDERGARTEN (CHAI WAN)","GUIDEPOST MONTESSORI INTERNATIONAL KINDERGARTEN (CHAI WAN)","幼稚園","國際","私立","港島","東區","","",0,0
"edb_609285000112","GUIDEPOST MONTESSORI INTERNATIONAL KINDERGARTEN (CHAI WAN)","GUIDEPOST MONTESSORI INTERNATIONAL KINDERGARTEN (CHAI WAN)","幼稚園","國際","私立","港島","東區","","",0,0
"edb_583774000111","GUIDEPOST MONTESSORI INTERNATIONAL KINDERGARTEN (CLEARWATER BAY)","GUIDEPOST MONTESSORI INTERNATIONAL KINDERGARTEN (CLEARWATER BAY)","幼稚園","國際","私立","新界","西貢區","","",0,0
"edb_583774000112","GUIDEPOST MONTESSORI INTERNATIONAL KINDERGARTEN (CLEARWATER BAY)","GUIDEPOST MONTESSORI INTERNATIONAL KINDERGARTEN (CLEARWATER BAY)","幼稚園","國際","私立","新界","西貢區","","",0,0
"edb_609625000112","GUIDEPOST MONTESSORI INTERNATIONAL KINDERGARTEN (DISCOVERY BAY)","GUIDEPOST MONTESSORI INTERNATIONAL KINDERGARTEN (DISCOVERY BAY)","幼稚園","國際","私立","新界","離島區","","",0,0
"edb_609625000111","GUIDEPOST MONTESSORI INTERNATIONAL KINDERGARTEN (DISCOVERY BAY)","GUIDEPOST MONTESSORI INTERNATIONAL KINDERGARTEN (DISCOVERY BAY)","幼稚園","國際","私立","新界","離島區","","",0,0
"edb_611484000112","GUIDEPOST MONTESSORI INTERNATIONAL KINDERGARTEN (KENNEDY TOWN)","GUIDEPOST MONTESSORI INTERNATIONAL KINDERGARTEN (KENNEDY TOWN)","幼稚園","國際","私立","港島","中西區","","",0,0
"edb_611484000111","GUIDEPOST MONTESSORI INTERNATIONAL KINDERGARTEN (KENNEDY TOWN)","GUIDEPOST MONTESSORI INTERNATIONAL KINDERGARTEN (KENNEDY TOWN)","幼稚園","國際","私立","港島","中西區","","",0,0
"edb_598089000112","GUIDEPOST MONTESSORI INTERNATIONAL KINDERGARTEN (POK FU LAM)","GUIDEPOST MONTESSORI INTERNATIONAL KINDERGARTEN (POK FU LAM)","幼稚園","國際","私立","港島","南區","","",0,0
"edb_598089000111","GUIDEPOST MONTESSORI INTERNATIONAL KINDERGARTEN (POK FU LAM)","GUIDEPOST MONTESSORI INTERNATIONAL KINDERGARTEN (POK FU LAM)","幼稚園","國際","私立","港島","南區","","",0,0
"edb_564958000111","GUIDEPOST MONTESSORI INTERNATIONAL PRE-SCHOOL (HAPPY VALLEY HAWTHORN ROAD)","GUIDEPOST MONTESSORI INTERNATIONAL PRE-SCHOOL (HAPPY VALLEY HAWTHORN ROAD)","幼稚園","國際","私立","港島","灣仔區","","",0,0
"edb_564958000112","GUIDEPOST MONTESSORI INTERNATIONAL PRE-SCHOOL (HAPPY VALLEY HAWTHORN ROAD)","GUIDEPOST MONTESSORI INTERNATIONAL PRE-SCHOOL (HAPPY VALLEY HAWTHORN ROAD)","幼稚園","國際","私立","港島","灣仔區","","",0,0
"edb_594725000111","GUIDEPOST MONTESSORI INTERNATIONAL PRE-SCHOOL (MID-LEVELS)","GUIDEPOST MONTESSORI INTERNATIONAL PRE-SCHOOL (MID-LEVELS)","幼稚園","國際","私立","港島","中西區","","",0,0
"edb_594725000112","GUIDEPOST MONTESSORI INTERNATIONAL PRE-SCHOOL (MID-LEVELS)","GUIDEPOST MONTESSORI INTERNATIONAL PRE-SCHOOL (MID-LEVELS)","幼稚園","國際","私立","港島","中西區","","",0,0
"edb_602256000112","GUIDEPOST MONTESSORI INTERNATIONAL PRE-SCHOOL (REPULSE BAY)","GUIDEPOST MONTESSORI INTERNATIONAL PRE-SCHOOL (REPULSE BAY)","幼稚園","國際","私立","港島","南區","","",0,0
"edb_602256000111","GUIDEPOST MONTESSORI INTERNATIONAL PRE-SCHOOL (REPULSE BAY)","GUIDEPOST MONTESSORI INTERNATIONAL PRE-SCHOOL (REPULSE BAY)","幼稚園","國際","私立","港島","南區","","",0,0
"edb_578630000111","GUIDEPOST MONTESSORI INTERNATIONAL PRE-SCHOOL (SAI KUNG)","GUIDEPOST MONTESSORI INTERNATIONAL PRE-SCHOOL (SAI KUNG)","幼稚園","國際","私立","新界","西貢區","","",0,0
"edb_578630000112","GUIDEPOST MONTESSORI INTERNATIONAL PRE-SCHOOL (SAI KUNG)","GUIDEPOST MONTESSORI INTERNATIONAL PRE-SCHOOL (SAI KUNG)","幼稚園","國際","私立","新界","西貢區","","",0,0
"edb_590800000113","哈羅香港國際學校","HARROW INTERNATIONAL SCHOOL HONG KONG","幼稚園","國際","私立","新界","屯門區","","",0,0
"edb_590800000123","哈羅香港國際學校","HARROW INTERNATIONAL SCHOOL HONG KONG","小學","國際","私立","新界","屯門區","BRITISH","ENGLISH",201314,201314
"edb_590800000133","哈羅香港國際學校","HARROW INTERNATIONAL SCHOOL HONG KONG","中學","國際","私立","新界","屯門區","BRITISH","ENGLISH",229949,239070
"edb_539155000311","香港學堂國際學校","HONG KONG ACADEMY","幼稚園","國際","私立","新界","西貢區","","",0,0
"edb_539155000323","香港學堂國際學校","HONG KONG ACADEMY","小學","國際","私立","新界","西貢區","IB","ENGLISH",221800,221800
"edb_539155000333","香港學堂國際學校","HONG KONG ACADEMY","中學","國際","私立","新界","西貢區","IB","ENGLISH",244100,264700
"edb_213772000123","HONG KONG INTERNATIONAL SCHOOL","HONG KONG INTERNATIONAL SCHOOL","小學","國際","私立","港島","南區","AMERICAN","ENGLISH",224800,224800
"edb_213772000233","HONG KONG INTERNATIONAL SCHOOL","HONG KONG INTERNATIONAL SCHOOL","中學","國際","私立","港島","南區","AMERICAN","ENGLISH",236200,263300
"edb_317357000123","HONGKONG JAPANESE SCHOOL","HONGKONG JAPANESE SCHOOL","小學","國際","私立","港島","灣仔區","OTHER_INTL","JAPANESE",140460,140460
"edb_317357000133","HONGKONG JAPANESE SCHOOL","HONGKONG JAPANESE SCHOOL","中學","國際","私立","港島","灣仔區","OTHER_INTL","JAPANESE",140460,140460
"edb_569836000123","基督教國際學校","INTERNATIONAL CHRISTIAN SCHOOL","小學","國際","私立","新界","沙田區","CANADIAN","ENGLISH",148400,148400
"edb_569836000133","基督教國際學校","INTERNATIONAL CHRISTIAN SCHOOL","中學","國際","私立","新界","沙田區","CANADIAN","ENGLISH",196600,201500
"edb_542598000211","基督教國際學校－幼稚園","INTERNATIONAL CHRISTIAN SCHOOL - KINDERGARTEN","幼稚園","國際","私立","新界","沙田區","","",91000,148400
"edb_542598000212","基督教國際學校－幼稚園","INTERNATIONAL CHRISTIAN SCHOOL - KINDERGARTEN","幼稚園","國際","私立","新界","沙田區","","",91000,148400
"edb_578789000133","INTERNATIONAL COLLEGE HONG KONG (NEW TERRITORIES)","INTERNATIONAL COLLEGE HONG KONG (NEW TERRITORIES)","中學","國際","私立","新界","北區","IB","ENGLISH",184500,204900
"edb_230944000112","INTERNATIONAL COLLEGE HONG KONG HONG LOK YUEN (KINDERGARTEN SECTION)","INTERNATIONAL COLLEGE HONG KONG HONG LOK YUEN (KINDERGARTEN SECTION)","幼稚園","國際","私立","新界","大埔區","","",25170,145110
"edb_230944000113","INTERNATIONAL COLLEGE HONG KONG HONG LOK YUEN (KINDERGARTEN SECTION)","INTERNATIONAL COLLEGE HONG KONG HONG LOK YUEN (KINDERGARTEN SECTION)","幼稚園","國際","私立","新界","大埔區","","",25170,145110
"edb_230944000111","INTERNATIONAL COLLEGE HONG KONG HONG LOK YUEN (KINDERGARTEN SECTION)","INTERNATIONAL COLLEGE HONG KONG HONG LOK YUEN (KINDERGARTEN SECTION)","幼稚園","國際","私立","新界","大埔區","","",25170,145110
"edb_230979000123","INTERNATIONAL COLLEGE HONG KONG HONG LOK YUEN (PRIMARY SECTION)","INTERNATIONAL COLLEGE HONG KONG HONG LOK YUEN (PRIMARY SECTION)","小學","國際","私立","新界","大埔區","IB","ENGLISH",145110,145110
"edb_615366000113","INVICTUS KINDERGARTEN","INVICTUS KINDERGARTEN","幼稚園","國際","私立","新界","西貢區","","",0,0
"edb_615285000123","INVICTUS SCHOOL","INVICTUS SCHOOL","小學","國際","私立","新界","西貢區","BRITISH","ENGLISH",0,0
"edb_616354000133","INVICTUS SECONDARY SCHOOL","INVICTUS SECONDARY SCHOOL","中學","國際","私立","港島","東區","BRITISH","ENGLISH",0,0
"edb_581119000111","港島兒童蒙特梭利幼稚園","ISLAND CHILDREN'S MONTESSORI KINDERGARTEN","幼稚園","國際","私立","港島","灣仔區","","",0,0
"edb_581119000112","港島兒童蒙特梭利幼稚園","ISLAND CHILDREN'S MONTESSORI KINDERGARTEN","幼稚園","國際","私立","港島","灣仔區","","",0,0
"edb_607223000111","港島蒙特梭利國際幼稚園","ISLAND MONTESSORI INTERNATIONAL KINDERGARTEN","幼稚園","國際","私立","港島","東區","","",0,0
"edb_607223000112","港島蒙特梭利國際幼稚園","ISLAND MONTESSORI INTERNATIONAL KINDERGARTEN","幼稚園","國際","私立","港島","東區","","",0,0
"edb_170399000133","ISLAND SCHOOL","ISLAND SCHOOL","中學","國際","私立","港島","中西區","IB","ENGLISH",159400,181100
"edb_611646000111","意大利國際幼稚園","ITALIAN INTERNATIONAL KINDERGARTEN","幼稚園","國際","私立","港島","南區","","",0,0
"edb_611646000113","意大利國際幼稚園","ITALIAN INTERNATIONAL KINDERGARTEN","幼稚園","國際","私立","港島","南區","","",0,0
"edb_611646000112","意大利國際幼稚園","ITALIAN INTERNATIONAL KINDERGARTEN","幼稚園","國際","私立","港島","南區","","",0,0
"edb_522775000123","JAPANESE INTERNATIONAL SCHOOL","JAPANESE INTERNATIONAL SCHOOL","小學","國際","私立","新界","大埔區","OTHER_INTL","JAPANESE",140460,140460
"edb_587524000111","晶晶國際幼稚園","JING JING INTERNATIONAL KINDERGARTEN","幼稚園","國際","私立","新界","屯門區","","",0,0
"edb_587524000112","晶晶國際幼稚園","JING JING INTERNATIONAL KINDERGARTEN","幼稚園","國際","私立","新界","屯門區","","",0,0
"edb_587524000113","晶晶國際幼稚園","JING JING INTERNATIONAL KINDERGARTEN","幼稚園","國際","私立","新界","屯門區","","",0,0
"edb_250686000223","賽馬會善樂學校","JOCKEY CLUB SARAH ROE SCHOOL","小學","國際","私立","九龍","九龍城區","OTHER_INTL","ENGLISH",0,0
"edb_250686000233","賽馬會善樂學校","JOCKEY CLUB SARAH ROE SCHOOL","中學","國際","私立","九龍","九龍城區","OTHER_INTL","ENGLISH",0,0
"edb_615170000112","心怡天地國際幼稚園(屯門)","JOYFUL WORLD INTERNATIONAL KINDERGARTEN (TUEN MUN)","幼稚園","國際","私立","新界","屯門區","","",0,0
"edb_615170000111","心怡天地國際幼稚園(屯門)","JOYFUL WORLD INTERNATIONAL KINDERGARTEN (TUEN MUN)","幼稚園","國際","私立","新界","屯門區","","",0,0
"edb_612189000111","心怡天地國際幼稚園(元朗)","JOYFUL WORLD INTERNATIONAL KINDERGARTEN (YUEN LONG)","幼稚園","國際","私立","新界","元朗區","","",0,0
"edb_612189000112","心怡天地國際幼稚園(元朗)","JOYFUL WORLD INTERNATIONAL KINDERGARTEN (YUEN LONG)","幼稚園","國際","私立","新界","元朗區","","",0,0
"edb_215406000423","KELLETT SCHOOL","KELLETT SCHOOL","小學","國際","私立","九龍","觀塘區","BRITISH","ENGLISH",0,0
"edb_215406000123","KELLETT SCHOOL","KELLETT SCHOOL","小學","國際","私立","九龍","觀塘區","BRITISH","ENGLISH",208800,214200
"edb_215406000433","KELLETT SCHOOL","KELLETT SCHOOL","中學","國際","私立","九龍","觀塘區","BRITISH","ENGLISH",251400,267100
"edb_607703000111","漢迪國際幼稚園","KENDALL INTERNATIONAL PRESCHOOL","幼稚園","國際","私立","九龍","深水埗區","","",0,0
"edb_607703000112","漢迪國際幼稚園","KENDALL INTERNATIONAL PRESCHOOL","幼稚園","國際","私立","九龍","深水埗區","","",0,0
"edb_325783000112","漢廸國際幼稚園(港島東)","KENDALL INTERNATIONAL PRESCHOOL (ISLAND EAST)","幼稚園","國際","私立","港島","東區","","",0,0
"edb_325783000111","漢廸國際幼稚園(港島東)","KENDALL INTERNATIONAL PRESCHOOL (ISLAND EAST)","幼稚園","國際","私立","港島","東區","","",0,0
"edb_170879000123","KENNEDY SCHOOL","KENNEDY SCHOOL","小學","國際","私立","港島","南區","BRITISH","ENGLISH",139000,139000
"edb_170917000133","KING GEORGE V SCHOOL","KING GEORGE V SCHOOL","中學","國際","私立","九龍","九龍城區","IB","ENGLISH",159400,181100
"edb_519863000312","京斯敦國際幼稚園","KINGSTON INTERNATIONAL KINDERGARTEN","幼稚園","國際","私立","九龍","九龍城區","","",63800,112200
"edb_519863000311","京斯敦國際幼稚園","KINGSTON INTERNATIONAL KINDERGARTEN","幼稚園","國際","私立","九龍","九龍城區","","",63800,112200
"edb_541915000123","京斯敦國際學校","KINGSTON INTERNATIONAL SCHOOL","小學","國際","私立","九龍","九龍城區","OTHER_INTL","ENGLISH",155000,175000
"edb_216216000113","KOREAN INTERNATIONAL SCHOOL","KOREAN INTERNATIONAL SCHOOL","幼稚園","國際","私立","港島","東區","","",97100,97100
