officialId,officialNameZh,officialNameEn,schoolType,level,district,financeType,website
513709000123,慈幼學校,SALESIAN SCHOOL,資助小學,PRIMARY,EASTERN,AIDED,http://salesian.edu.hk
114855000323,大埔浸信會公立學校,TAI PO BAPTIST PUBLIC SCHOOL,資助小學,PRIMARY,TAI PO,AIDED,N.A.
114855000223,大埔浸信會公立學校,TAI PO BAPTIST PUBLIC SCHOOL,資助小學,PRIMARY,TAI PO,AIDED,N.A.
115584000223,培基小學,STEWARDS POOI KEI PRIMARY SCHOOL,資助小學,PRIMARY,SHA TIN,AIDED,N.A.
610224000123,新界婦孺福利會基督教銘恩小學,NEW TERRITORIES WOMEN & JUVENILES WELFARE ASSOCIATION CHRISTIAN REMEMBRANCE OF GRACE PRIMARY SCHOOL,資助小學,PRIMARY,TAI PO,AIDED,http://taipocrgps.edu.hk
512036000123,東華三院鶴山學校,TUNG WAH GROUP OF HOSPITALS HOK SHAN SCHOOL,資助小學,PRIMARY,SOUTHERN,AIDED,http://www.hokshan.edu.hk
115762000123,仁濟醫院蔡衍濤小學,YAN CHAI HOSPITAL CHOI HIN TO PRIMARY SCHOOL,資助小學,PRIMARY,TAI PO,AIDED,http://www.ychchtps.edu.hk
114928000123,仁愛堂劉皇發夫人小學,YAN OI TONG MADAM LAU WONG FAT PRIMARY SCHOOL,資助小學,PRIMARY,TUEN MUN,AIDED,http://www.yotps.edu.hk
114723000123,循理會美林小學,FREE METHODIST MEI LAM PRIMARY SCHOOL,資助小學,PRIMARY,SHA TIN,AIDED,http://www.fmml.edu.hk
512060000223,嘉諾撒聖家學校,HOLY FAMILY CANOSSIAN SCHOOL,資助小學,PRIMARY,KOWLOON CITY,AIDED,N.A.
514519000223,香港道教聯合會雲泉學校,HONG KONG TAOIST ASSOCIATION WUN TSUEN SCHOOL,資助小學,PRIMARY,KWUN TONG,AIDED,http://www.hktawts.edu.hk
511161000123,浸信會孔憲紹天虹小學,BAPTIST HUNG HIN SHIU RAINBOW PRIMARY SCHOOL,資助小學,PRIMARY,WONG TAI SIN,AIDED,http://www.rainbow.edu.hk
511129000123,大坑東宣道小學,"ALLIANCE PRIMARY SCHOOL, TAI HANG TUNG",資助小學,PRIMARY,SHAM SHUI PO,AIDED,http://www.apstht.edu.hk
115320000123,香港中文大學校友會聯會張煊昌學校,CUHK FEDERATION OF ALUMNI ASSOCIATION THOMAS CHEUNG SCHOOL,資助小學,PRIMARY,SHA TIN,AIDED,http://www.tcps.edu.hk
114499000123,東華三院高可寧紀念小學,T.W.G.HS KO HO NING MEMORIAL PRIMARY SCHOOL,資助小學,PRIMARY,KWAI TSING,AIDED,http://www.twghkhnmp.edu.hk
518425000123,聖公會李兆強小學,S.K.H. LEE SHIU KEUNG PRIMARY SCHOOL,資助小學,PRIMARY,KWUN TONG,AIDED,http://www.skhlsk.edu.hk
113247000123,亞斯理衛理小學,ASBURY METHODIST PRIMARY SCHOOL,資助小學,PRIMARY,KWAI TSING,AIDED,http://www.asbury.edu.hk
513474000123,聖公會基樂小學,S.K.H. KEI LOK PRIMARY SCHOOL,資助小學,PRIMARY,KWUN TONG,AIDED,http://www.skhklps.edu.hk
512176000123,合一堂學校,HOP YAT CHURCH SCHOOL,資助小學,PRIMARY,KOWLOON CITY,AIDED,http://www.hycs.edu.hk
560642000123,中華基督教會基華小學(九龍塘),THE CHURCH OF CHRIST IN CHINA KEI WA PRIMARY SCHOOL (KOWLOON TONG),資助小學,PRIMARY,KOWLOON CITY,AIDED,http://www.kwpskt.edu.hk
543233000223,基督教培恩小學,CHRISTIAN PUI YAN PRIMARY SCHOOL,資助小學,PRIMARY,YUEN LONG,AIDED,https://www.cpyps.edu.hk
113417000223,中華基督教會全完第一小學,THE CHURCH OF CHRIST IN CHINA CHUEN YUEN FIRST PRIMARY SCHOOL,資助小學,PRIMARY,TSUEN WAN,AIDED,http://www.cyf.edu.hk
115568000123,中華基督教會蒙黃花沃紀念小學,THE CHURCH OF CHRIST IN CHINA MONG WONG FAR YOK MEMORIAL PRIMARY SCHOOL,資助小學,PRIMARY,TUEN MUN,AIDED,http://www.cccmwfys.edu.hk
114634000223,保良局蕭漢森小學,PO LEUNG KUK SIU HON-SUM PRIMARY SCHOOL,資助小學,PRIMARY,SHA TIN,AIDED,https://www.plkshs.edu.hk
115509000123,沙田循道衛理小學,SHA TIN METHODIST PRIMARY SCHOOL,資助小學,PRIMARY,SHA TIN,AIDED,http://www.smps.edu.hk
536547000223,東涌天主教學校,TUNG CHUNG CATHOLIC SCHOOL,資助小學,PRIMARY,ISLANDS,AIDED,http://www.tccs.edu.hk
113000000123,東莞學校,TUNG KOON SCHOOL,資助小學,PRIMARY,NORTH,AIDED,http://www.tks.edu.hk
512176000223,合一堂學校,HOP YAT CHURCH SCHOOL,資助小學,PRIMARY,KOWLOON CITY,AIDED,http://www.hycs.edu.hk
623709000123,五旬節聖潔會永光小學,THE PENTECOSTAL HOLINESS CHURCH WING KWONG JUNIOR SCHOOL,資助小學,PRIMARY,TAI PO,AIDED,https://wkjs.edu.hk
513687000122,嘉諾撒聖心學校,SACRED HEART CANOSSIAN SCHOOL,資助小學,PRIMARY,CENTRAL AND WESTERN,AIDED,http://www.shcs.edu.hk
513130000223,長沙灣天主教小學,CHEUNG SHA WAN CATHOLIC PRIMARY SCHOOL,資助小學,PRIMARY,SHAM SHUI PO,AIDED,https://www.cswcps.edu.hk
114871000123,救世軍田家炳學校,THE SALVATION ARMY TIN KA PING SCHOOL,資助小學,PRIMARY,SHA TIN,AIDED,http://satkp.edu.hk
150436000123,天主教明德學校,MENG TAK CATHOLIC SCHOOL,資助小學,PRIMARY,EASTERN,AIDED,https://www.mengtak.edu.hk
513385000123,嘉諾撒培德學校,PUI TAK CANOSSIAN PRIMARY SCHOOL,資助小學,PRIMARY,SOUTHERN,AIDED,http://www.ptcps.edu.hk
579220000123,沙田圍胡素貞博士紀念學校,SHA TIN WAI DR. CATHERINE F. WOO MEMORIAL SCHOOL,資助小學,PRIMARY,SHA TIN,AIDED,http://www.stwdcfwms.edu.hk
170194000223,聖士提反女子中學附屬小學,ST. STEPHEN'S GIRLS' PRIMARY SCHOOL,資助小學,PRIMARY,CENTRAL AND WESTERN,AIDED,http://www.ssgps.edu.hk
511439000123,中華基督教會長洲堂錦江小學,THE CHURCH OF CHRIST IN CHINA CHEUNG CHAU CHURCH KAM KONG PRIMARY SCHOOL,資助小學,PRIMARY,ISLANDS,AIDED,http://www.ccckamkongsch.edu.hk
543179000123,聖公會青衣主恩小學,S.K.H. TSING YI CHU YAN PRIMARY SCHOOL,資助小學,PRIMARY,KWAI TSING,AIDED,http://www.tycy.edu.hk
113190000123,聖公會主恩小學,S.K.H. CHU YAN PRIMARY SCHOOL,資助小學,PRIMARY,KWAI TSING,AIDED,http://www.chuyan.edu.hk
115355000123,中華傳道會呂明才小學,CNEC LUI MING CHOI PRIMARY SCHOOL,資助小學,PRIMARY,KWAI TSING,AIDED,http://www.cneclmc.edu.hk
511366000123,迦密梁省德學校,CARMEL LEUNG SING TAK SCHOOL,資助小學,PRIMARY,KWUN TONG,AIDED,http://www.clst.edu.hk
114758000123,路德會呂祥光小學,LUI CHEUNG KWONG LUTHERAN PRIMARY SCHOOL,資助小學,PRIMARY,TUEN MUN,AIDED,http://www.lckps.edu.hk
115126000123,大埔崇德黃建常紀念學校,SUNG TAK WONG KIN SHEUNG MEMORIAL SCHOOL,資助小學,PRIMARY,TAI PO,AIDED,http://www.wks.edu.hk
535630000123,香港青年協會李兆基小學,HKFYG LEE SHAU KEE PRIMARY SCHOOL,資助小學,PRIMARY,YUEN LONG,AIDED,http://www.lskps.edu.hk
535800000123,樂華天主教小學,LOK WAH CATHOLIC PRIMARY SCHOOL,資助小學,PRIMARY,KWUN TONG,AIDED,http://www.lwcps.edu.hk
543195000123,聖公會仁立紀念小學,S.K.H. YAN LAAP MEMORIAL PRIMARY SCHOOL,資助小學,PRIMARY,KWAI TSING,AIDED,http://www.ylm.edu.hk
115037000123,道教青松小學,TAOIST CHING CHUNG PRIMARY SCHOOL,資助小學,PRIMARY,TUEN MUN,AIDED,http://www.tccps.edu.hk
522023000123,青松侯寶垣小學,CHING CHUNG HAU PO WOON PRIMARY SCHOOL,資助小學,PRIMARY,ISLANDS,AIDED,http://www.cchpwps.edu.hk
518506000123,保良局馮晴紀念小學,PO LEUNG KUK FUNG CHING MEMORIAL PRIMARY SCHOOL,資助小學,PRIMARY,SAI KUNG,AIDED,http://www.plkfcmps.edu.hk
516880000123,香海正覺蓮社佛教黃藻森學校,HHCKLA BUDDHIST WONG CHO SUM SCHOOL,資助小學,PRIMARY,SAI KUNG,AIDED,http://www.bwcss.edu.hk
115576000123,柏立基教育學院校友會何壽基學校,SIR ROBERT BLACK COLLEGE OF EDUCATION PAST STUDENTS' ASSOCIATION HO SAU KI SCHOOL,資助小學,PRIMARY,TUEN MUN,AIDED,http://www.hosauki.edu.hk
511749000123,粉嶺公立學校,FANLING PUBLIC SCHOOL,資助小學,PRIMARY,NORTH,AIDED,http://www.flp.edu.hk
115215000123,迦密愛禮信小學,CARMEL ALISON LAM PRIMARY SCHOOL,資助小學,PRIMARY,SHA TIN,AIDED,http://www.calps.edu.hk
115649000123,吳氏宗親總會泰伯紀念學校,NG CLAN'S ASSOCIATION TAI PAK MEMORIAL SCHOOL,資助小學,PRIMARY,SHA TIN,AIDED,http://www.taipak.edu.hk
114529000123,台山商會學校,TOI SHAN ASSOCIATION PRIMARY SCHOOL,資助小學,PRIMARY,TUEN MUN,AIDED,http://www.ts.edu.hk
529540000123,五旬節于良發小學,PENTECOSTAL YU LEUNG FAT PRIMARY SCHOOL,資助小學,PRIMARY,NORTH,AIDED,http://www.pylfps.edu.hk
115142000123,三水同鄉會禤景榮學校,SAM SHUI NATIVES ASSOCIATION HUEN KING WING SCHOOL,資助小學,PRIMARY,TAI PO,AIDED,http://ssnahkws.edu.hk
114391000123,沙田崇真學校,SHATIN TSUNG TSIN SCHOOL,資助小學,PRIMARY,SHA TIN,AIDED,http://www.stts.edu.hk
516996000123,仁濟醫院陳耀星小學,YAN CHAI HOSPITAL CHAN IU SENG PRIMARY SCHOOL,資助小學,PRIMARY,SAI KUNG,AIDED,http://www.ychcisps.edu.hk
115487000123,仁濟醫院趙曾學韞小學,YAN CHAI HOSPITAL CHIU TSANG HOK WAN PRIMARY SCHOOL,資助小學,PRIMARY,KWAI TSING,AIDED,http://www.ychcthwps.edu.hk
114502000123,柏立基教育學院校友會盧光輝紀念學校,SIR ROBERT BLACK COLLEGE OF EDUCATION PAST STUDENTS' ASSOCIATION LU KWONG FAI MEMORIAL SCHOOL,資助小學,PRIMARY,KWAI TSING,AIDED,http://www.lynms.edu.hk
114820000123,保良局王賜豪(田心谷)小學,PO LEUNG KUK DR. JIMMY WONG CHI-HO (TIN SUM VALLEY) PRIMARY SCHOOL,資助小學,PRIMARY,SHA TIN,AIDED,http://www.plkwch.edu.hk
513180000123,寶覺小學,PO KOK PRIMARY SCHOOL,資助小學,PRIMARY,WAN CHAI,AIDED,http://www.pokokps.edu.hk
112666000123,通德學校,TUNG TAK SCHOOL,資助小學,PRIMARY,YUEN LONG,AIDED,http://www.ttsch.edu.hk
542580000123,香港教育大學賽馬會小學,THE EDUCATION UNIVERSITY OF HONG KONG JOCKEY CLUB PRIMARY SCHOOL,資助小學,PRIMARY,TAI PO,AIDED,http://www.edujcps.edu.hk
512389000123,中華基督教會基華小學,THE CHURCH OF CHRIST IN CHINA KEI WA PRIMARY SCHOOL,資助小學,PRIMARY,WONG TAI SIN,AIDED,http://www.keiwa.edu.hk
575720000123,石籬聖若望天主教小學,SHEK LEI ST. JOHN'S CATHOLIC PRIMARY SCHOOL,資助小學,PRIMARY,KWAI TSING,AIDED,http://www.slsj.edu.hk
584118000123,保良局西區婦女福利會馮李佩瑤小學,PO LEUNG KUK WOMEN'S WELFARE CLUB WESTERN DISTRICT FUNG LEE PUI YIU PRIMARY SCHOOL,資助小學,PRIMARY,TUEN MUN,AIDED,http://plkflpy.edu.hk
578320000223,東華三院馬錦燦紀念小學,TUNG WAH GROUP OF HOSPITALS MA KAM CHAN MEMORIAL PRIMARY SCHOOL,資助小學,PRIMARY,NORTH,AIDED,http://www.twghmkc.edu.hk
579513000123,中華基督教會協和小學(長沙灣),THE CHURCH OF CHRIST IN CHINA HEEP WOH PRIMARY SCHOOL (CHEUNG SHA WAN),資助小學,PRIMARY,SHAM SHUI PO,AIDED,http://www.heepwohcsw.edu.hk
584126000123,順德聯誼總會李金小學,SHUN TAK FRATERNAL ASSOCIATION LEE KAM PRIMARY SCHOOL,資助小學,PRIMARY,TUEN MUN,AIDED,http://www.leekamps.edu.hk
579548000123,九龍塘天主教華德學校,KOWLOON TONG BISHOP WALSH CATHOLIC SCHOOL,資助小學,PRIMARY,KOWLOON CITY,AIDED,http://www.ktbwcs.edu.hk
575844000123,聖公會阮鄭夢芹銀禧小學,S.K.H. YUEN CHEN MAUN CHEN JUBILEE PRIMARY SCHOOL,資助小學,PRIMARY,TAI PO,AIDED,http://www.skhycmcj.edu.hk
575500000123,道教青松小學(湖景邨),TAOIST CHING CHUNG PRIMARY SCHOOL (WU KING ESTATE),資助小學,PRIMARY,TUEN MUN,AIDED,http://www.tccpswke.edu.hk
575607000123,深井天主教小學,SHAM TSENG CATHOLIC PRIMARY SCHOOL,資助小學,PRIMARY,TSUEN WAN,AIDED,http://www.stcpri.edu.hk
579556000123,丹拿山循道學校,"CHINESE METHODIST SCHOOL, TANNER HILL",資助小學,PRIMARY,EASTERN,AIDED,http://www.cmsth.edu.hk
572357000123,佛教陳榮根紀念學校,BUDDHIST CHAN WING KAN MEMORIAL SCHOOL,資助小學,PRIMARY,YUEN LONG,AIDED,http://www.bcwkms.edu.hk
575534000123,瑪利諾神父教會學校(小學部),MARYKNOLL FATHERS' SCHOOL (PRIMARY SECTION),資助小學,PRIMARY,SHAM SHUI PO,AIDED,http://www.mfsp.edu.hk
575615000123,佐敦谷聖若瑟天主教小學,JORDAN VALLEY ST. JOSEPH'S CATHOLIC PRIMARY SCHOOL,資助小學,PRIMARY,KWUN TONG,AIDED,http://www.jvsj.edu.hk
510769000123,中華基督教會全完第二小學,THE CHURCH OF CHRIST IN CHINA CHUEN YUEN SECOND PRIMARY SCHOOL,資助小學,PRIMARY,KWAI TSING,AIDED,http://www.chuenyuen2.edu.hk
514632000123,荃灣公立何傳耀紀念小學,TSUEN WAN PUBLIC HO CHUEN YIU MEMORIAL PRIMARY SCHOOL,資助小學,PRIMARY,TSUEN WAN,AIDED,http://www.twpsch.edu.hk
510017000123,華德學校,BISHOP WALSH PRIMARY SCHOOL,資助小學,PRIMARY,WONG TAI SIN,AIDED,http://www.bishopwalsh.edu.hk
512362000123,中華基督教會基全小學,THE CHURCH OF CHRIST IN CHINA KEI TSUN PRIMARY SCHOOL,資助小學,PRIMARY,YAU TSIM MONG,AIDED,http://www.cccktps.edu.hk
510904000223,循道學校,METHODIST SCHOOL,資助小學,PRIMARY,YAU TSIM MONG,AIDED,http://www.kmsch.edu.hk
511846000123,鮮魚行學校,FRESH FISH TRADERS' SCHOOL,資助小學,PRIMARY,YAU TSIM MONG,AIDED,http://www.ffts.edu.hk
512524000123,九龍婦女福利會李炳紀念學校,KOWLOON WOMEN'S WELFARE CLUB LI PING MEMORIAL SCHOOL,資助小學,PRIMARY,YAU TSIM MONG,AIDED,http://www.kwwclpms.edu.hk
511404000123,基督教香港信義會信愛學校,THE EVANGELICAL LUTHERAN CHURCH OF HONG KONG FAITH LOVE LUTHERAN SCHOOL,資助小學,PRIMARY,EASTERN,AIDED,http://www.cwflls.edu.hk
513318000123,寶血小學,PRECIOUS BLOOD PRIMARY SCHOOL,資助小學,PRIMARY,WAN CHAI,AIDED,http://www.preciousbloodhv.edu.hk
513326000123,華富邨寶血小學,PRECIOUS BLOOD PRIMARY SCHOOL (WAH FU ESTATE),資助小學,PRIMARY,SOUTHERN,AIDED,http://www.pbps.edu.hk
114405000123,鳳溪第一小學,FUNG KAI NO.1 PRIMARY SCHOOL,資助小學,PRIMARY,NORTH,AIDED,http://www.fk1ps.edu.hk
134872000123,九龍靈光小學,"EMMANUEL PRIMARY SCHOOL, KOWLOON",資助小學,PRIMARY,KOWLOON CITY,AIDED,http://www.eps.edu.hk
511609000223,中華基督教會元朗真光小學,THE CHURCH OF CHRIST IN CHINA CHUN KWONG PRIMARY SCHOOL,資助小學,PRIMARY,YUEN LONG,AIDED,http://www.ckps.edu.hk
114901000123,循理會白普理基金循理小學,FREE METHODIST BRADBURY CHUN LEI PRIMARY SCHOOL,資助小學,PRIMARY,SHA TIN,AIDED,http://www.chunlei.edu.hk
115053000123,博愛醫院歷屆總理聯誼會鄭任安夫人學校,THE ASSOCIATION OF DIRECTORS & FORMER DIRECTORS OF POK OI HOSPITAL LTD MRS CHENG YAM ON SCHOOL,資助小學,PRIMARY,TUEN MUN,AIDED,http://www.mcyos.edu.hk
150550000123,長洲聖心學校,CHEUNG CHAU SACRED HEART SCHOOL,資助小學,PRIMARY,ISLANDS,AIDED,http://www.ccshs.edu.hk
510343000123,東華三院羅裕積小學,TUNG WAH GROUP OF HOSPITALS LO YU CHIK PRIMARY SCHOOL,資助小學,PRIMARY,YAU TSIM MONG,AIDED,http://www.twghlycp.edu.hk
115746000123,東華三院姚達之紀念小學(元朗),TUNG WAH GROUP OF HOSPITALS YIU DAK CHI MEMORIAL PRIMARY SCHOOL (YUEN LONG),資助小學,PRIMARY,YUEN LONG,AIDED,http://www.ydc.edu.hk
113174000123,天佑小學,MARY OF PROVIDENCE PRIMARY SCHOOL,資助小學,PRIMARY,TSUEN WAN,AIDED,http://www.mpschool.edu.hk
510947000123,聖公會基榮小學,S.K.H. KEI WING PRIMARY SCHOOL,資助小學,PRIMARY,YAU TSIM MONG,AIDED,http://www.skhkwps.edu.hk
115061000123,聖公會蒙恩小學,S.K.H. MUNG YAN PRIMARY SCHOOL,資助小學,PRIMARY,TUEN MUN,AIDED,http://www.skhmungyanps.edu.hk
115525000123,聖公會榮真小學,S.K.H. WING CHUN PRIMARY SCHOOL,資助小學,PRIMARY,NORTH,AIDED,http://www.skhwc.edu.hk
114847000123,港澳信義會黃陳淑英紀念學校,HONG KONG AND MACAU LUTHERAN CHURCH WONG CHAN SOOK YING MEMORIAL SCHOOL,資助小學,PRIMARY,YUEN LONG,AIDED,http://www.wcsy.edu.hk
529257000123,將軍澳天主教小學,TSEUNG KWAN O CATHOLIC PRIMARY SCHOOL,資助小學,PRIMARY,SAI KUNG,AIDED,http://www.tkocps.edu.hk
317098000123,中華基督教會協和小學,THE CHURCH OF CHRIST IN CHINA HEEP WOH PRIMARY SCHOOL,資助小學,PRIMARY,YAU TSIM MONG,AIDED,http://www.heepwoh.edu.hk
114030000123,佛教林炳炎紀念學校(香港佛教聯合會主辦),BUDDHIST LAM BING YIM MEMORIAL SCHOOL (SPONSORED BY THE HONG KONG BUDDHIST ASSOCIATION),資助小學,PRIMARY,KWAI TSING,AIDED,http://www.blbyms.edu.hk
115681000123,李志達紀念學校,LEE CHI TAT MEMORIAL SCHOOL,資助小學,PRIMARY,NORTH,AIDED,http://www.lctms.edu.hk
114413000123,梨木樹天主教小學,LEI MUK SHUE CATHOLIC PRIMARY SCHOOL,資助小學,PRIMARY,TSUEN WAN,AIDED,http://www.lmscps.edu.hk
513164000123,坪石天主教小學,PING SHEK ESTATE CATHOLIC PRIMARY SCHOOL,資助小學,PRIMARY,KWUN TONG,AIDED,http://www.psec.edu.hk
535621000223,金巴崙長老會耀道小學,CUMBERLAND PRESBYTERIAN CHURCH YAO DAO PRIMARY SCHOOL,資助小學,PRIMARY,YUEN LONG,AIDED,http://www.cpcyd.edu.hk
115428000123,保良局莊啟程小學,PO LEUNG KUK CHONG KEE TING PRIMARY SCHOOL,資助小學,PRIMARY,SHA TIN,AIDED,http://www.plkcktps.edu.hk
512249000123,錦田公立蒙養學校,KAM TIN MUNG YEUNG PUBLIC SCHOOL,資助小學,PRIMARY,YUEN LONG,AIDED,http://www.ktmy.edu.hk
535770000123,宣道會葉紹蔭紀念小學,CHRISTIAN ALLIANCE S Y YEH MEMORIAL PRIMARY SCHOOL,資助小學,PRIMARY,YUEN LONG,AIDED,http://www.casyymps.edu.hk
113328000123,大埔舊墟公立學校,TAI PO OLD MARKET PUBLIC SCHOOL,資助小學,PRIMARY,TAI PO,AIDED,http://www.tpomps.edu.hk
115495000123,元朗公立中學校友會小學,YUEN LONG PUBLIC MIDDLE SCHOOL ALUMNI ASSOCIATION PRIMARY SCHOOL,資助小學,PRIMARY,YUEN LONG,AIDED,http://www.ylaps.edu.hk
113107000123,荃灣潮州公學,TSUEN WAN CHIU CHOW PUBLIC SCHOOL,資助小學,PRIMARY,TSUEN WAN,AIDED,http://www.twccps.edu.hk
114545000123,郭怡雅神父紀念學校,FR. CUCCHIARA MEMORIAL SCHOOL,資助小學,PRIMARY,KWAI TSING,AIDED,http://www.fcms.edu.hk
114936000123,青衣商會小學,TSING YI TRADE ASSOCIATION PRIMARY SCHOOL,資助小學,PRIMARY,KWAI TSING,AIDED,http://www.tytaps.edu.hk
115290000123,港九街坊婦女會孫方中小學,HONG KONG AND KOWLOON KAIFONG WOMEN'S ASSOCIATION SUN FONG CHUNG PRIMARY SCHOOL,資助小學,PRIMARY,TAI PO,AIDED,http://www.sfc.edu.hk
513458000123,聖公會奉基小學,S.K.H. FUNG KEI PRIMARY SCHOOL,資助小學,PRIMARY,KOWLOON CITY,AIDED,http://www.fungkei.edu.hk
115045000123,香港道教聯合會雲泉吳禮和紀念學校,HONG KONG TAOIST ASSOCIATION WUN TSUEN NG LAI WO MEMORIAL SCHOOL,資助小學,PRIMARY,TAI PO,AIDED,http://www.nlw.edu.hk
516899000123,香港道教聯合會純陽小學,HONG KONG TAOIST ASSOCIATION SHUN YEUNG PRIMARY SCHOOL,資助小學,PRIMARY,SHA TIN,AIDED,http://www.syps.edu.hk
115401000123,林村公立黃福鑾紀念學校,LAM TSUEN PUBLIC WONG FOOK LUEN MEMORIAL SCHOOL,資助小學,PRIMARY,TAI PO,AIDED,http://www.wfl.edu.hk
540188000123,十八鄉鄉事委員會公益社小學,SHAP PAT HEUNG RURAL COMMITTEE KUNG YIK SHE PRIMARY SCHOOL,資助小學,PRIMARY,YUEN LONG,AIDED,http://www.kysps.edu.hk
540170000123,順德聯誼總會伍冕端小學,SHUN TAK FRATERNAL ASSOCIATION WU MIEN TUEN PRIMARY SCHOOL,資助小學,PRIMARY,YUEN LONG,AIDED,http://www.stfawmtps.edu.hk
529591000123,東華三院李東海小學,TUNG WAH GROUP OF HOSPITALS LEO TUNG-HAI LEE PRIMARY SCHOOL,資助小學,PRIMARY,YUEN LONG,AIDED,http://www.twghlthlp.edu.hk
510955000123,聖公會靈愛小學,S.K.H. LING OI PRIMARY SCHOOL,資助小學,PRIMARY,YUEN LONG,AIDED,http://www.lingoi.edu.hk
518484000123,伊斯蘭鮑伯濤紀念小學,ISLAMIC DHARWOOD PAU MEMORIAL PRIMARY SCHOOL,資助小學,PRIMARY,WONG TAI SIN,AIDED,http://www.idpmps.edu.hk
511382000123,天主教總堂區學校,CATHOLIC MISSION SCHOOL,資助小學,PRIMARY,CENTRAL AND WESTERN,AIDED,http://www.cms.edu.hk
543225000123,大埔舊墟公立學校(寶湖道),TAI PO OLD MARKET PUBLIC SCHOOL (PLOVER COVE),資助小學,PRIMARY,TAI PO,AIDED,http://www.tpompspc.edu.hk
513148000123,八鄉中心小學,PAT HEUNG CENTRAL PRIMARY SCHOOL,資助小學,PRIMARY,YUEN LONG,AIDED,http://www.phcps.edu.hk
531510000123,聖公會主愛小學(梨木樹),S.K.H. CHU OI PRIMARY SCHOOL (LEI MUK SHUE),資助小學,PRIMARY,TSUEN WAN,AIDED,http://www.chuoi-lms.edu.hk
511412000123,柴灣角天主教小學,CHAI WAN KOK CATHOLIC PRIMARY SCHOOL,資助小學,PRIMARY,TSUEN WAN,AIDED,http://cwk.edu.hk
513628000123,聖公會聖彼得小學,S.K.H. ST. PETER'S PRIMARY SCHOOL,資助小學,PRIMARY,CENTRAL AND WESTERN,AIDED,http://www.spps.edu.hk
535745000123,香港普通話研習社科技創意小學,XIANGGANG PUTONGHUA YANXISHE PRIMARY SCHOOL OF SCIENCE AND CREATIVITY,資助小學,PRIMARY,YUEN LONG,AIDED,http://www.xpypssc.edu.hk
115800000123,樂善堂梁銶琚學校,LOK SIN TONG LEUNG KAU KUI PRIMARY SCHOOL,資助小學,PRIMARY,YUEN LONG,AIDED,http://www.lst-lkkps.edu.hk
115770000123,聖公會何澤芸小學,S.K.H. HO CHAK WAN PRIMARY SCHOOL,資助小學,PRIMARY,KWAI TSING,AIDED,http://www.skhhcw.edu.hk
511625000223,鐘聲學校,CHUNG SING SCHOOL,資助小學,PRIMARY,YUEN LONG,AIDED,http://www.chungsing.edu.hk
114855000123,大埔浸信會公立學校,TAI PO BAPTIST PUBLIC SCHOOL,資助小學,PRIMARY,TAI PO,AIDED,http://www.tpbps.edu.hk
114685000123,光明學校,KWONG MING SCHOOL,資助小學,PRIMARY,YUEN LONG,AIDED,http://www.kms.edu.hk
114707000123,新界婦孺福利會有限公司梁省德學校,NEW TERRITORIES WOMEN & JUVENILES WELFARE ASSOCIATION LTD. LEUNG SING TAK PRIMARY SCHOOL,資助小學,PRIMARY,TAI PO,AIDED,http://www.taipolst.edu.hk
513636000223,聖公會聖多馬小學,S.K.H. ST. THOMAS' PRIMARY SCHOOL,資助小學,PRIMARY,SHAM SHUI PO,AIDED,http://www.skhstthomas.edu.hk
115274000123,元朗朗屏邨惠州學校,YUEN LONG LONG PING ESTATE WAI CHOW SCHOOL,資助小學,PRIMARY,YUEN LONG,AIDED,http://www.hzit.edu.hk
513962000223,聖安當小學,ST. ANTONIUS PRIMARY SCHOOL,資助小學,PRIMARY,KWUN TONG,AIDED,http://www.saps.edu.hk
543241000123,保良局錦泰小學,PO LEUNG KUK GRANDMONT PRIMARY SCHOOL,資助小學,PRIMARY,WONG TAI SIN,AIDED,http://www.grandmont.edu.hk
513431000123,聖公會置富始南小學,S.K.H. CHI FU CHI NAM PRIMARY SCHOOL,資助小學,PRIMARY,SOUTHERN,AIDED,http://www.skhcfcn.edu.hk
543284000123,保良局田家炳千禧小學,PO LEUNG KUK TIN KA PING MILLENNIUM PRIMARY SCHOOL,資助小學,PRIMARY,TAI PO,AIDED,http://www.plktkpmps.edu.hk
550370000123,元朗公立中學校友會鄧英業小學,YUEN LONG PUBLIC MIDDLE SCHOOL ALUMNI ASSOCIATION TANG YING YIP PRIMARY SCHOOL,資助小學,PRIMARY,YUEN LONG,AIDED,http://www.alu.edu.hk
535702000123,保良局雨川小學,PO LEUNG KUK RIVERAIN PRIMARY SCHOOL,資助小學,PRIMARY,SHA TIN,AIDED,http://www.plkrps.edu.hk
519596000123,聖愛德華天主教小學,ST. EDWARD'S CATHOLIC PRIMARY SCHOOL,資助小學,PRIMARY,KWUN TONG,AIDED,http://www.stedward.edu.hk
115592000123,鳳溪廖潤琛紀念學校,FUNG KAI LIU YUN-SUM MEMORIAL SCHOOL,資助小學,PRIMARY,NORTH,AIDED,https://www.fklys.edu.hk
114995000123,聖公會阮鄭夢芹小學,S.K.H. YUEN CHEN MAUN CHEN PRIMARY SCHOOL,資助小學,PRIMARY,TAI PO,AIDED,http://www.skhycmcps.edu.hk
535605000123,馬鞍山循道衛理小學,MA ON SHAN METHODIST PRIMARY SCHOOL,資助小學,PRIMARY,SHA TIN,AIDED,http://www.mosmps.edu.hk
