school_name_en,school_name_zh,edb_id,level,district,baseName
THINK INTERNATIONAL KINDERGARTEN (MA ON SHAN),朗思國際幼稚園（馬鞍山）,edb_533360000213,幼稚園,沙田區,THINK INTERNATIONAL KINDERGARTEN
THINK INTERNATIONAL KINDERGARTEN (NAM CHEONG),朗思國際幼稚園(南昌),edb_612782000113,幼稚園,深水埗區,THINK INTERNATIONAL KINDERGARTEN
THINK INTERNATIONAL KINDERGARTEN (NAM CHEONG),朗思國際幼稚園(南昌),edb_612782000111,幼稚園,深水埗區,THINK INTERNATIONAL KINDERGARTEN
THINK INTERNATIONAL KINDERGARTEN (NAM CHEONG),朗思國際幼稚園(南昌),edb_612782000112,幼稚園,深水埗區,THINK INTERNATIONAL KINDERGARTEN
TOPKIDS INTERNATIONAL KINDERGARTEN (YUEN LONG),德怡國際幼稚園(元朗),edb_602000000113,幼稚園,元朗區,TOPKIDS INTERNATIONAL KINDERGARTEN
TOPKIDS INTERNATIONAL KINDERGARTEN (YUEN LONG),德怡國際幼稚園（元朗）,edb_602000000112,幼稚園,元朗區,TOPKIDS INTERNATIONAL KINDERGARTEN
TOPKIDS INTERNATIONAL KINDERGARTEN (YUEN LONG),德怡國際幼稚園（元朗）,edb_602000000111,幼稚園,元朗區,TOPKIDS INTERNATIONAL KINDERGARTEN
TUTOR TIME BRAEMAR HILL INTERNATIONAL KINDERGARTEN,多多寶馬山國際幼稚園,edb_575852000112,幼稚園,東區,TUTOR TIME BRAEMAR HILL INTERNATIONAL KINDERGARTEN
TUTOR TIME BRAEMAR HILL INTERNATIONAL KINDERGARTEN,多多寶馬山國際幼稚園,edb_575852000111,幼稚園,東區,TUTOR TIME BRAEMAR HILL INTERNATIONAL KINDERGARTEN
TUTOR TIME INTERNATIONAL KINDERGARTEN (KOWLOON TONG),多多國際幼稚園（九龍塘）,edb_542504000111,幼稚園,九龍城區,TUTOR TIME INTERNATIONAL KINDERGARTEN
TUTOR TIME INTERNATIONAL KINDERGARTEN (KOWLOON TONG),多多國際幼稚園（九龍塘）,edb_542504000112,幼稚園,九龍城區,TUTOR TIME INTERNATIONAL KINDERGARTEN
TUTOR TIME INTERNATIONAL KINDERGARTEN (MID LEVELS),多多國際幼稚園（半山）,edb_593133000111,幼稚園,中西區,TUTOR TIME INTERNATIONAL KINDERGARTEN
TUTOR TIME INTERNATIONAL KINDERGARTEN (MID LEVELS),多多國際幼稚園（半山）,edb_593133000112,幼稚園,中西區,TUTOR TIME INTERNATIONAL KINDERGARTEN
TUTOR TIME INTERNATIONAL KINDERGARTEN (YOHO),多多國際幼稚園（形點）,edb_605794000111,幼稚園,元朗區,TUTOR TIME INTERNATIONAL KINDERGARTEN
TUTOR TIME INTERNATIONAL KINDERGARTEN (YOHO),多多國際幼稚園（形點）,edb_605794000112,幼稚園,元朗區,TUTOR TIME INTERNATIONAL KINDERGARTEN
WELLCOME INTERNATIONAL KINDERGARTEN,宏廣國際幼稚園,edb_590401000111,幼稚園,屯門區,WELLCOME INTERNATIONAL KINDERGARTEN
WELLCOME INTERNATIONAL KINDERGARTEN,宏廣國際幼稚園,edb_590401000113,幼稚園,屯門區,WELLCOME INTERNATIONAL KINDERGARTEN
WELLCOME INTERNATIONAL KINDERGARTEN,宏廣國際幼稚園,edb_590401000112,幼稚園,屯門區,WELLCOME INTERNATIONAL KINDERGARTEN
WILDERNESS INTERNATIONAL KINDERGARTEN,WILDERNESS INTERNATIONAL KINDERGARTEN,edb_607215000111,幼稚園,中西區,WILDERNESS INTERNATIONAL KINDERGARTEN
WILDERNESS INTERNATIONAL KINDERGARTEN,WILDERNESS INTERNATIONAL KINDERGARTEN,edb_607215000112,幼稚園,中西區,WILDERNESS INTERNATIONAL KINDERGARTEN
YEW CHUNG INTERNATIONAL CHILDREN'S HOUSE (KENT ROAD),耀中國際幼稚園（根德道）,edb_566128000111,幼稚園,九龍城區,YEW CHUNG INTERNATIONAL CHILDREN'S HOUSE
YEW CHUNG INTERNATIONAL CHILDREN'S HOUSE (KENT ROAD),耀中國際幼稚園（根德道）,edb_566128000113,幼稚園,九龍城區,YEW CHUNG INTERNATIONAL CHILDREN'S HOUSE
YEW CHUNG INTERNATIONAL CHILDREN'S HOUSE (KENT ROAD),耀中國際幼稚園（根德道）,edb_566128000112,幼稚園,九龍城區,YEW CHUNG INTERNATIONAL CHILDREN'S HOUSE
YEW CHUNG INTERNATIONAL CHILDREN'S HOUSE (WATERLOO ROAD),耀中國際幼稚園（窩打老道）,edb_566110000113,幼稚園,九龍城區,YEW CHUNG INTERNATIONAL CHILDREN'S HOUSE
YEW CHUNG INTERNATIONAL KINDERGARTEN (TSEUNG KWAN O),耀中國際幼稚園(將軍澳),edb_613517000111,幼稚園,西貢區,YEW CHUNG INTERNATIONAL KINDERGARTEN
YEW CHUNG INTERNATIONAL KINDERGARTEN (TSEUNG KWAN O),耀中國際幼稚園(將軍澳),edb_613517000112,幼稚園,西貢區,YEW CHUNG INTERNATIONAL KINDERGARTEN
YEW CHUNG INTERNATIONAL KINDERGARTEN (TSEUNG KWAN O),耀中國際幼稚園(將軍澳),edb_613517000113,幼稚園,西貢區,YEW CHUNG INTERNATIONAL KINDERGARTEN
YORK INTERNATIONAL KINDERGARTEN,約克國際幼稚園,edb_581852000111,幼稚園,九龍城區,YORK INTERNATIONAL KINDERGARTEN
YORK INTERNATIONAL KINDERGARTEN,約克國際幼稚園,edb_581852000112,幼稚園,九龍城區,YORK INTERNATIONAL KINDERGARTEN
YORK INTERNATIONAL KINDERGARTEN,約克國際幼稚園,edb_581852000311,幼稚園,九龍城區,YORK INTERNATIONAL KINDERGARTEN
YORK INTERNATIONAL KINDERGARTEN,約克國際幼稚園,edb_581852000312,幼稚園,九龍城區,YORK INTERNATIONAL KINDERGARTEN
YORK INTERNATIONAL PRE-SCHOOL,YORK INTERNATIONAL PRE-SCHOOL,edb_578479000111,幼稚園,九龍城區,YORK INTERNATIONAL PRE
YORK INTERNATIONAL PRE-SCHOOL,YORK INTERNATIONAL PRE-SCHOOL,edb_578479000112,幼稚園,九龍城區,YORK INTERNATIONAL PRE
YORK INTERNATIONAL PRE-SCHOOL (TUEN MUN),YORK INTERNATIONAL PRE-SCHOOL (TUEN MUN),edb_616990000112,幼稚園,屯門區,YORK INTERNATIONAL PRE
YORK INTERNATIONAL PRE-SCHOOL (TUEN MUN),YORK INTERNATIONAL PRE-SCHOOL (TUEN MUN),edb_616990000113,幼稚園,屯門區,YORK INTERNATIONAL PRE
YORK INTERNATIONAL PRE-SCHOOL (TUEN MUN),YORK INTERNATIONAL PRE-SCHOOL (TUEN MUN),edb_616990000111,幼稚園,屯門區,YORK INTERNATIONAL PRE
YORK INTERNATIONAL PRE-SCHOOL (WETLAND),YORK INTERNATIONAL PRE-SCHOOL (WETLAND),edb_621480000112,幼稚園,元朗區,YORK INTERNATIONAL PRE
YORK INTERNATIONAL PRE-SCHOOL (WETLAND),YORK INTERNATIONAL PRE-SCHOOL (WETLAND),edb_621480000113,幼稚園,元朗區,YORK INTERNATIONAL PRE
YORK INTERNATIONAL PRE-SCHOOL (WETLAND),YORK INTERNATIONAL PRE-SCHOOL (WETLAND),edb_621480000111,幼稚園,元朗區,YORK INTERNATIONAL PRE
YORK MONTESSORI INTERNATIONAL PRE-SCHOOL (MEI FOO),YORK MONTESSORI INTERNATIONAL PRE-SCHOOL (MEI FOO),edb_604615000113,幼稚園,深水埗區,YORK MONTESSORI INTERNATIONAL PRE
YORK MONTESSORI INTERNATIONAL PRE-SCHOOL (MEI FOO),YORK MONTESSORI INTERNATIONAL PRE-SCHOOL (MEI FOO),edb_604615000112,幼稚園,深水埗區,YORK MONTESSORI INTERNATIONAL PRE
YORK MONTESSORI INTERNATIONAL PRE-SCHOOL (MEI FOO),YORK MONTESSORI INTERNATIONAL PRE-SCHOOL (MEI FOO),edb_604615000111,幼稚園,深水埗區,YORK MONTESSORI INTERNATIONAL PRE
YORK MONTESSORI INTERNATIONAL PRE-SCHOOL (TSEUNG KWAN O),YORK MONTESSORI INTERNATIONAL PRE-SCHOOL (TSEUNG KWAN O),edb_609749000112,幼稚園,西貢區,YORK MONTESSORI INTERNATIONAL PRE
YORK MONTESSORI INTERNATIONAL PRE-SCHOOL (TSEUNG KWAN O),YORK MONTESSORI INTERNATIONAL PRE-SCHOOL (TSEUNG KWAN O),edb_609749000111,幼稚園,西貢區,YORK MONTESSORI INTERNATIONAL PRE
YORK MONTESSORI INTERNATIONAL PRE-SCHOOL (YUEN LONG),YORK MONTESSORI INTERNATIONAL PRE-SCHOOL (YUEN LONG),edb_605441000112,幼稚園,元朗區,YORK MONTESSORI INTERNATIONAL PRE
YORK MONTESSORI INTERNATIONAL PRE-SCHOOL (YUEN LONG),YORK MONTESSORI INTERNATIONAL PRE-SCHOOL (YUEN LONG),edb_605441000111,幼稚園,元朗區,YORK MONTESSORI INTERNATIONAL PRE
ZEBEDEE INTERNATIONAL PRESCHOOL,思百德國際幼稚園,edb_573973000112,幼稚園,大埔區,ZEBEDEE INTERNATIONAL PRESCHOOL
ZEBEDEE INTERNATIONAL PRESCHOOL,思百德國際幼稚園,edb_573973000111,幼稚園,大埔區,ZEBEDEE INTERNATIONAL PRESCHOOL
